idx,_id,file,lineNumber,_label,code,P
53,53,lib/process4.c,37,CALL,while (in[i] != '\0' && i < sizeof(clean_buf3) - 1) {,0.4481528401374817
54,54,lib/process4.c,38,BLOCK,char c = in[i];,0.4512307047843933
55,55,lib/process4.c,39,CALL,if (c >= 'A' && c <= 'Z') {,0.445823609828949
56,56,lib/process4.c,40,BLOCK,clean_buf3[i] = (char)(c - 'A' + 'a');,0.5469685196876526
57,57,lib/process4.c,41,BLOCK,} else {,0.41309070587158203
58,58,lib/process4.c,42,BLOCK,clean_buf3[i] = c;,0.5103968381881714
59,59,lib/process4.c,43,BLOCK,},0.4144634008407593
60,60,lib/process4.c,44,BLOCK,i++;,0.4842430353164673
61,61,lib/process4.c,45,BLOCK,},0.3870413601398468
62,62,lib/process4.c,46,BLOCK,clean_buf3[i] = '\0';,0.49471667408943176
63,63,lib/process4.c,47,BLOCK,return clean_buf3;,0.4482734203338623
64,64,lib/process4.c,48,BLOCK,},0.5211483240127563
65,65,lib/process4.c,50,BLOCK,char* stage_clean(char* in) {,0.3407799005508423
66,66,lib/process4.c,51,BLOCK,char* a = remove_control_chars(in);,0.38259273767471313
67,67,lib/process4.c,52,BLOCK,char* b = shorten_if_too_long(a);,0.35659095644950867
68,68,lib/process4.c,53,BLOCK,char* c = normalize_case(b);,0.3924279808998108
69,69,lib/process4.c,54,BLOCK,return c;,0.43847641348838806
70,70,lib/process4.c,55,BLOCK,},0.48705706000328064
71,71,lib/shell4.c,2,BLOCK,#include <stdio.h>,0.5347152948379517
72,72,lib/shell4.c,3,BLOCK,#include <stdlib.h>,0.49700233340263367
73,73,lib/shell4.c,4,BLOCK,#include <string.h>,0.4793342351913452
74,74,lib/shell4.c,6,BLOCK,static char route_buf1[512];,0.4382847547531128
75,75,lib/shell4.c,7,BLOCK,static char route_buf2[512];,0.4533707797527313
76,76,lib/shell4.c,8,BLOCK,static char route_buf3[512];,0.49957191944122314
77,77,lib/shell4.c,9,BLOCK,static char exec_local[512];,0.47540974617004395
78,78,lib/shell4.c,11,BLOCK,static char* build_prefix(char* in) {,0.4618508517742157
79,79,lib/shell4.c,12,CALL,"snprintf(route_buf1, sizeof(route_buf1), ""runner %s"", in);",0.46217450499534607
80,80,lib/shell4.c,13,BLOCK,return route_buf1;,0.45375728607177734
81,81,lib/shell4.c,14,BLOCK,},0.4864797592163086
82,82,lib/shell4.c,16,BLOCK,static char* add_route_flags(char* in) {,0.4316786825656891
83,83,lib/shell4.c,17,CALL,"snprintf(route_buf2, sizeof(route_buf2), ""%s --channel=cli --retry=0"", in);",0.43049055337905884
84,84,lib/shell4.c,18,BLOCK,return route_buf2;,0.481366366147995
85,85,lib/shell4.c,19,BLOCK,},0.47367918491363525
86,86,lib/shell4.c,21,BLOCK,static char* finalize_route(char* in) {,0.5046051740646362
87,87,lib/shell4.c,22,CALL,"snprintf(route_buf3, sizeof(route_buf3), ""%s --complete"", in);",0.4535294771194458
88,88,lib/shell4.c,23,BLOCK,return route_buf3;,0.4462050199508667
89,89,lib/shell4.c,24,BLOCK,},0.5230709314346313
90,90,lib/shell4.c,26,BLOCK,char* stage_route(char* in) {,0.33482125401496887
91,91,lib/shell4.c,27,BLOCK,char* a = build_prefix(in);,0.38628584146499634
92,92,lib/shell4.c,28,BLOCK,char* b = add_route_flags(a);,0.35713639855384827
93,93,lib/shell4.c,29,BLOCK,char* c = finalize_route(b);,0.40551215410232544
94,94,lib/shell4.c,30,BLOCK,return c;,0.44115912914276123
95,95,lib/shell4.c,31,BLOCK,},0.5005003809928894
96,96,lib/shell4.c,33,BLOCK,void stage_execute(char* cmd) {,0.418609082698822
97,97,lib/shell4.c,34,BLOCK,size_t n;,0.46283629536628723
98,98,lib/shell4.c,35,CALL,if (cmd == NULL) {,0.5331936478614807
99,99,lib/shell4.c,36,BLOCK,return;,0.49555566906929016
100,100,lib/shell4.c,37,BLOCK,},0.4665396511554718
101,101,lib/shell4.c,38,BLOCK,n = strlen(cmd);,0.4354225695133209
102,102,lib/shell4.c,39,CALL,if (n >= sizeof(exec_local)) {,0.386325478553772
103,103,lib/shell4.c,40,BLOCK,n = sizeof(exec_local) - 1;,0.510688304901123
104,104,lib/shell4.c,41,BLOCK,},0.4834813177585602
105,105,lib/shell4.c,42,CALL,"memset(exec_local, 0, sizeof(exec_local));",0.4693082869052887
106,106,lib/shell4.c,43,CALL,"strncpy(exec_local, cmd, n);",0.4264165461063385
107,107,lib/shell4.c,44,BLOCK,exec_local[n] = '\0';,0.5112187266349792
108,108,lib/shell4.c,45,CALL,system(exec_local); /* external command execution */,0.45478907227516174
109,109,lib/shell4.c,46,BLOCK,},0.5051973462104797
