idx,_id,file,lineNumber,_label,code,P
51,51,lib/process4.c,35,BLOCK,static char* normalize_case(char* in) {,0.44197139143943787
52,52,lib/process4.c,36,BLOCK,size_t i = 0;,0.47852328419685364
53,53,lib/process4.c,37,CALL,while (in[i] != '\0' && i < sizeof(clean_buf3) - 1) {,0.44870805740356445
54,54,lib/process4.c,38,BLOCK,char c = in[i];,0.4871533215045929
55,55,lib/process4.c,39,CALL,if (c >= 'A' && c <= 'Z') {,0.40852171182632446
56,56,lib/process4.c,40,BLOCK,clean_buf3[i] = (char)(c - 'A' + 'a');,0.5160274505615234
57,57,lib/process4.c,41,BLOCK,} else {,0.41924455761909485
58,58,lib/process4.c,42,BLOCK,clean_buf3[i] = c;,0.5383152961730957
59,59,lib/process4.c,43,BLOCK,},0.4350038766860962
60,60,lib/process4.c,44,BLOCK,i++;,0.5928505659103394
61,61,lib/process4.c,45,BLOCK,},0.43038153648376465
62,62,lib/process4.c,46,BLOCK,clean_buf3[i] = '\0';,0.5628544092178345
63,63,lib/process4.c,47,BLOCK,return clean_buf3;,0.441738098859787
64,64,lib/process4.c,48,BLOCK,},0.46732255816459656
65,65,lib/process4.c,50,BLOCK,char* stage_clean(char* in) {,0.5420383810997009
66,66,lib/process4.c,51,BLOCK,char* a = remove_control_chars(in);,0.45739370584487915
67,67,lib/process4.c,52,BLOCK,char* b = shorten_if_too_long(a);,0.43243563175201416
68,68,lib/process4.c,53,BLOCK,char* c = normalize_case(b);,0.49902087450027466
69,69,lib/process4.c,54,BLOCK,return c;,0.4776338040828705
70,70,lib/process4.c,55,BLOCK,},0.4600793421268463
71,71,lib/shell4.c,2,BLOCK,#include <stdio.h>,0.37908753752708435
72,72,lib/shell4.c,3,BLOCK,#include <stdlib.h>,0.5038290023803711
73,73,lib/shell4.c,4,BLOCK,#include <string.h>,0.4597213566303253
74,74,lib/shell4.c,6,BLOCK,static char route_buf1[512];,0.45661601424217224
75,75,lib/shell4.c,7,BLOCK,static char route_buf2[512];,0.45410943031311035
76,76,lib/shell4.c,8,BLOCK,static char route_buf3[512];,0.4694017767906189
77,77,lib/shell4.c,9,BLOCK,static char exec_local[512];,0.48808997869491577
78,78,lib/shell4.c,11,BLOCK,static char* build_prefix(char* in) {,0.48994579911231995
79,79,lib/shell4.c,12,CALL,"snprintf(route_buf1, sizeof(route_buf1), ""runner %s"", in);",0.4563451111316681
80,80,lib/shell4.c,13,BLOCK,return route_buf1;,0.44804975390434265
81,81,lib/shell4.c,14,BLOCK,},0.5251402854919434
82,82,lib/shell4.c,16,BLOCK,static char* add_route_flags(char* in) {,0.48156604170799255
83,83,lib/shell4.c,17,CALL,"snprintf(route_buf2, sizeof(route_buf2), ""%s --channel=cli --retry=0"", in);",0.4319723844528198
84,84,lib/shell4.c,18,BLOCK,return route_buf2;,0.4721056818962097
85,85,lib/shell4.c,19,BLOCK,},0.5164319276809692
86,86,lib/shell4.c,21,BLOCK,static char* finalize_route(char* in) {,0.5103188157081604
87,87,lib/shell4.c,22,CALL,"snprintf(route_buf3, sizeof(route_buf3), ""%s --complete"", in);",0.4456332325935364
88,88,lib/shell4.c,23,BLOCK,return route_buf3;,0.4514879286289215
89,89,lib/shell4.c,24,BLOCK,},0.5276086330413818
90,90,lib/shell4.c,26,BLOCK,char* stage_route(char* in) {,0.5429153442382812
91,91,lib/shell4.c,27,BLOCK,char* a = build_prefix(in);,0.463176965713501
92,92,lib/shell4.c,28,BLOCK,char* b = add_route_flags(a);,0.4333971440792084
93,93,lib/shell4.c,29,BLOCK,char* c = finalize_route(b);,0.5113024115562439
94,94,lib/shell4.c,30,BLOCK,return c;,0.5149366855621338
95,95,lib/shell4.c,31,BLOCK,},0.3904976546764374
96,96,lib/shell4.c,33,BLOCK,void stage_execute(char* cmd) {,0.46749797463417053
97,97,lib/shell4.c,34,BLOCK,size_t n;,0.45735201239585876
98,98,lib/shell4.c,35,CALL,if (cmd == NULL) {,0.46091413497924805
99,99,lib/shell4.c,36,BLOCK,return;,0.4256744980812073
100,100,lib/shell4.c,37,BLOCK,},0.42264431715011597
101,101,lib/shell4.c,38,BLOCK,n = strlen(cmd);,0.5968637466430664
102,102,lib/shell4.c,39,CALL,if (n >= sizeof(exec_local)) {,0.43993711471557617
103,103,lib/shell4.c,40,BLOCK,n = sizeof(exec_local) - 1;,0.5573736429214478
104,104,lib/shell4.c,41,BLOCK,},0.41648492217063904
105,105,lib/shell4.c,42,CALL,"memset(exec_local, 0, sizeof(exec_local));",0.45919549465179443
106,106,lib/shell4.c,43,CALL,"strncpy(exec_local, cmd, n);",0.4646776020526886
107,107,lib/shell4.c,44,BLOCK,exec_local[n] = '\0';,0.5307906866073608
108,108,lib/shell4.c,45,CALL,system(exec_local); /* external command execution */,0.4291589558124542
109,109,lib/shell4.c,46,BLOCK,},0.4727734327316284
